bin_id,latitude,longitude,district,waste_type,capacity_liters,previous_fill_pct,hours_since_collection,day_of_week,is_weekend,temperature,rain_flag,nearby_activity_score,historical_daily_fill_rate,target_fill_pct
TRN-2234,51.164891,71.395737,Business Center,Organic,240,17.08,12,0,0,19.0,0,9.12,11.21,26.74
TRN-2235,51.152438,71.437042,School Zone,General,660,79.63,93,2,0,9.2,0,6.16,9.89,100.0
TRN-2236,51.203081,71.496164,Industrial,Glass,660,50.64,62,1,0,19.0,0,4.64,3.15,44.08
TRN-2237,51.163935,71.451498,Downtown,General,240,61.33,40,4,0,-3.3,0,9.32,12.17,75.65
TRN-2238,51.19736,71.401918,Residential,Paper,120,48.93,14,0,0,27.0,1,5.44,8.03,36.72
TRN-2239,51.185457,71.427335,Residential,Organic,660,16.92,83,5,1,16.2,0,5.15,7.61,47.97
TRN-2240,51.154262,71.475683,Market,General,240,21.6,6,5,1,-1.7,0,8.68,12.7,25.93
TRN-2241,51.202107,71.409816,Residential,Paper,120,4.76,65,1,0,6.4,1,7.19,7.2,32.65
TRN-2242,51.17124,71.487178,Downtown,General,240,30.18,21,4,0,21.5,0,7.84,10.35,45.4
TRN-2243,51.211146,71.414774,Residential,General,120,58.24,61,4,0,-7.6,0,7.76,9.28,67.29
TRN-2244,51.194166,71.376193,Residential,General,660,79.83,10,5,1,2.4,0,5.71,4.32,53.75
TRN-2245,51.210087,71.430899,Residential,General,120,18.6,78,5,1,7.9,0,4.68,9.37,54.92
TRN-2246,51.193962,71.397624,Residential,General,1100,22.38,43,6,1,26.7,0,4.76,6.02,33.89
TRN-2247,51.187847,71.425766,Residential,Paper,1100,32.62,42,0,0,35.0,1,5.47,4.01,32.83
TRN-2248,51.191507,71.494474,Park,Plastic,1100,66.02,91,4,0,18.9,0,2.55,5.19,61.11
TRN-2249,51.200264,71.433601,Residential,Plastic,240,44.14,18,5,1,-10.0,0,4.88,7.7,36.89
TRN-2250,51.203096,71.431532,Residential,Paper,240,20.82,64,1,0,-0.5,1,4.9,8.5,43.93
TRN-2251,51.130503,71.455585,Market,General,1100,14.44,55,1,0,35.0,0,9.06,9.98,59.88
TRN-2252,51.135756,71.445294,School Zone,General,660,12.74,67,0,0,16.0,0,9.24,10.32,61.93
TRN-2253,51.218205,71.416636,Residential,Organic,240,17.65,63,6,1,-10.0,0,5.46,6.62,39.7
TRN-2254,51.186284,71.454775,Park,Organic,1100,6.97,78,6,1,35.0,0,2.69,4.32,31.89
TRN-2255,51.166036,71.400847,Business Center,Plastic,660,40.71,34,0,0,-3.4,0,6.79,9.43,49.39
TRN-2256,51.180983,71.463009,Market,General,660,48.69,23,1,0,21.5,0,9.09,10.54,47.36
TRN-2257,51.178453,71.420326,Business Center,Organic,1100,41.47,66,3,0,-0.9,0,7.9,8.36,63.52
TRN-2258,51.204117,71.507582,Industrial,Organic,1100,68.56,55,6,1,35.0,0,5.69,5.35,66.61
TRN-2259,51.177114,71.445721,Downtown,Plastic,240,59.56,88,5,1,-4.4,1,8.46,10.09,100.0
TRN-2260,51.15978,71.486339,Market,General,120,76.59,69,6,1,6.4,0,9.82,14.38,100.0
TRN-2261,51.145363,71.428853,School Zone,General,660,13.46,23,5,1,27.6,0,6.86,8.57,28.72
TRN-2262,51.145651,71.407948,Business Center,Paper,660,1.26,30,4,0,6.8,0,9.01,10.12,27.95
TRN-2263,51.153161,71.445959,Market,Organic,660,34.87,67,2,0,20.3,0,7.81,10.13,79.89
TRN-2264,51.171092,71.447648,Downtown,Paper,240,32.67,38,4,0,24.8,0,8.47,9.93,52.25
TRN-2265,51.179434,71.479105,Park,General,660,5.53,89,3,0,16.3,0,4.49,4.43,29.47
TRN-2266,51.166282,71.478051,Downtown,Paper,240,21.93,68,6,1,-0.4,0,5.81,11.97,67.74
TRN-2267,51.141601,71.444641,School Zone,Organic,1100,86.19,36,3,0,3.8,0,7.75,7.31,86.82
TRN-2268,51.150222,71.445991,Market,Plastic,1100,68.51,78,5,1,9.0,0,10.0,7.71,92.77
TRN-2269,51.146123,71.419227,School Zone,Organic,240,27.4,67,1,0,21.6,1,6.65,11.89,78.33
TRN-2270,51.211044,71.488305,Industrial,Plastic,660,76.14,35,4,0,24.6,1,5.62,6.3,62.05
TRN-2271,51.193128,71.500078,Park,General,660,34.72,41,3,0,16.7,1,2.98,6.22,31.77
TRN-2272,51.201727,71.507893,Park,Paper,240,57.15,61,3,0,23.1,0,3.48,7.01,48.6
TRN-2273,51.15668,71.398412,School Zone,Plastic,120,67.48,24,5,1,-6.7,0,6.94,11.97,64.54
TRN-2274,51.202464,71.476977,Industrial,Glass,660,11.89,64,3,0,17.9,0,3.49,2.75,14.29
TRN-2275,51.220719,71.493704,Industrial,Plastic,660,74.24,32,0,0,13.2,1,3.17,4.91,52.77
TRN-2276,51.164508,71.445851,Downtown,Plastic,240,35.69,90,2,0,20.4,0,7.55,8.84,71.09
TRN-2277,51.155226,71.45182,Market,Plastic,1100,29.93,56,6,1,23.8,1,8.22,7.72,49.67
TRN-2278,51.186811,71.419119,Residential,Plastic,1100,66.78,76,6,1,0.3,0,5.01,6.02,62.44
TRN-2279,51.226387,71.503719,Industrial,General,660,56.23,53,4,0,12.6,1,4.21,4.64,43.97
TRN-2280,51.184483,71.451877,Park,Paper,1100,39.1,19,4,0,31.3,0,4.07,6.98,23.18
TRN-2281,51.160927,71.463061,Market,Plastic,240,62.56,65,1,0,18.0,0,8.68,12.25,90.15
TRN-2282,51.187926,71.39337,Residential,Plastic,1100,24.46,61,5,1,12.7,0,4.69,2.87,25.51
TRN-2283,51.185009,71.404682,Residential,Paper,1100,51.54,15,4,0,-1.8,0,4.07,5.38,30.64
TRN-2284,51.137012,71.410969,School Zone,General,660,20.14,92,0,0,21.1,0,7.94,12.44,93.85
TRN-2285,51.201257,71.415403,Residential,Paper,120,47.98,9,6,1,-4.1,0,7.28,6.46,46.46
TRN-2286,51.19162,71.423533,Downtown,Plastic,120,39.0,37,5,1,11.7,0,8.57,12.63,63.53
TRN-2287,51.159015,71.41171,Business Center,Plastic,240,55.48,12,0,0,7.6,0,8.16,10.09,54.81
TRN-2288,51.129094,71.430529,School Zone,Paper,660,29.25,74,2,0,19.1,0,6.39,7.88,47.42
TRN-2289,51.207096,71.420547,Residential,Organic,240,15.14,42,5,1,6.2,0,5.08,7.28,28.96
TRN-2290,51.213245,71.386435,Residential,Organic,660,37.32,52,5,1,9.7,0,6.56,9.14,59.33
TRN-2291,51.148978,71.431226,Business Center,General,660,28.28,87,1,0,2.2,0,5.29,8.28,68.67
TRN-2292,51.14852,71.437208,School Zone,General,240,41.1,43,0,0,10.8,0,6.7,12.33,68.86
TRN-2293,51.204732,71.455352,Park,Paper,120,18.11,48,6,1,16.8,1,5.61,6.47,33.94
TRN-2294,51.207356,71.435066,Residential,Paper,660,27.21,55,6,1,9.5,0,4.15,5.6,30.14
TRN-2295,51.192813,71.458539,Residential,Paper,240,51.77,89,5,1,9.9,0,5.87,5.24,62.42
TRN-2296,51.171363,71.416208,Downtown,Plastic,1100,47.04,41,4,0,16.1,0,7.81,10.57,59.1
TRN-2297,51.143213,71.418302,School Zone,Organic,1100,12.34,24,4,0,27.0,0,5.5,8.92,22.66
TRN-2298,51.18105,71.457319,Downtown,General,240,41.69,31,3,0,23.7,0,7.5,14.22,49.82
TRN-2299,51.163421,71.471637,Downtown,Plastic,660,36.08,53,4,0,-2.8,0,6.72,10.44,61.35
TRN-2300,51.148795,71.416681,School Zone,General,1100,6.5,74,2,0,24.0,0,7.56,6.92,37.05
TRN-2301,51.15588,71.416854,Business Center,Plastic,1100,51.33,83,0,0,31.8,0,8.54,7.89,69.94
TRN-2302,51.135757,71.424084,School Zone,Paper,660,6.71,52,2,0,23.2,0,7.54,8.92,44.15
TRN-2303,51.151767,71.458113,Market,Plastic,1100,32.65,46,2,0,-10.0,0,8.88,8.9,56.69
TRN-2304,51.129072,71.477687,Market,General,240,26.39,90,2,0,17.4,1,9.12,12.18,98.0
TRN-2305,51.131511,71.459204,Market,Organic,120,30.2,65,3,0,32.0,0,7.51,12.16,78.26
TRN-2306,51.181684,71.394373,Residential,Organic,660,88.0,1,0,0,8.2,0,5.37,5.86,65.18
TRN-2307,51.155664,71.470765,Market,Plastic,660,33.01,63,2,0,35.0,0,7.92,9.4,64.15
TRN-2308,51.148816,71.454361,Market,Glass,1100,41.94,74,3,0,-10.0,0,9.93,7.6,67.82
TRN-2309,51.185842,71.489747,Park,Plastic,120,26.29,75,1,0,15.9,0,5.55,7.48,41.05
TRN-2310,51.156879,71.42144,Business Center,Organic,240,53.9,16,3,0,23.4,1,8.55,12.99,57.51
TRN-2311,51.167051,71.405317,Business Center,General,660,31.34,49,4,0,16.2,0,9.68,9.42,56.33
TRN-2312,51.150878,71.43775,Downtown,General,1100,93.37,74,2,0,16.0,0,7.04,6.43,98.33
TRN-2313,51.198423,71.407453,Residential,General,660,39.31,90,0,0,0.5,0,4.8,6.09,50.82
TRN-2314,51.188854,71.420146,Residential,General,240,36.01,84,4,0,6.5,0,5.01,9.59,67.16
TRN-2315,51.223703,71.411777,Residential,Plastic,1100,89.41,76,4,0,21.5,0,3.64,4.7,82.35
TRN-2316,51.199372,71.399419,Residential,General,660,15.0,76,2,0,-10.0,0,3.72,6.81,37.41
TRN-2317,51.181834,71.462221,Downtown,Paper,1100,43.13,34,0,0,25.8,0,8.08,6.26,43.74
TRN-2318,51.147457,71.449497,School Zone,General,1100,10.66,58,0,0,12.5,0,5.57,6.58,44.13
TRN-2319,51.147127,71.469564,Market,General,120,62.54,4,0,0,21.2,0,7.62,12.36,48.27
TRN-2320,51.174499,71.418591,Business Center,Glass,1100,38.93,12,5,1,25.0,0,7.69,5.63,29.64
TRN-2321,51.147208,71.455922,Downtown,Paper,240,50.03,25,2,0,35.0,0,6.95,10.39,49.45
TRN-2322,51.163583,71.462573,Downtown,Glass,1100,45.5,93,2,0,32.2,0,8.37,6.05,57.73
TRN-2323,51.203482,71.392992,Residential,Plastic,120,51.8,24,4,0,-1.6,0,5.47,8.4,44.54
TRN-2324,51.172088,71.452259,Downtown,General,660,35.02,32,4,0,35.0,0,6.52,8.84,49.67
TRN-2325,51.203035,71.427733,Residential,Plastic,240,10.19,78,0,0,-10.0,0,6.47,7.29,35.32
TRN-2326,51.17236,71.415308,Business Center,Plastic,120,14.68,3,6,1,8.2,0,8.6,11.32,18.86
TRN-2327,51.199629,71.43632,Residential,General,1100,54.49,17,1,0,16.3,0,3.85,4.24,39.36
TRN-2328,51.221827,71.432826,Residential,Organic,240,28.8,1,5,1,9.8,1,5.68,8.71,32.13
TRN-2329,51.194462,71.490588,Park,Paper,120,69.94,58,5,1,17.7,0,4.01,4.67,57.25
TRN-2330,51.15396,71.474378,Market,Organic,1100,43.87,71,3,0,11.8,0,7.98,7.72,74.01
TRN-2331,51.214052,71.472864,Park,Plastic,240,37.3,90,1,0,30.7,0,6.86,9.49,63.14
TRN-2332,51.210949,71.417212,Residential,Paper,660,61.83,80,3,0,7.7,0,5.54,7.14,62.02
TRN-2333,51.199596,71.501275,Industrial,General,1100,58.74,70,1,0,12.5,0,3.66,3.72,49.05
TRN-2334,51.163932,71.457764,Downtown,Glass,240,41.05,78,5,1,35.0,0,7.49,7.35,55.75
TRN-2335,51.152313,71.45877,Market,Plastic,120,43.52,89,5,1,26.6,0,9.76,13.49,100.0
TRN-2336,51.15411,71.445452,School Zone,General,660,11.78,54,5,1,11.8,0,6.33,10.05,44.59
TRN-2337,51.230261,71.507654,Industrial,General,660,57.6,13,5,1,20.1,0,3.32,7.04,43.75
TRN-2338,51.199043,71.429653,Residential,Paper,120,59.46,61,1,0,35.0,0,6.12,7.88,61.63
TRN-2339,51.186625,71.486051,Park,Glass,660,45.36,30,0,0,-4.0,0,3.13,2.89,29.62
TRN-2340,51.167643,71.427184,Downtown,Organic,240,63.1,88,4,0,-0.1,0,8.49,12.99,100.0
TRN-2341,51.170675,71.442485,Downtown,Paper,120,66.03,51,4,0,6.5,0,5.63,10.11,75.23
TRN-2342,51.166974,71.454557,Downtown,Glass,240,58.87,64,6,1,16.8,0,7.13,8.58,63.82
TRN-2343,51.152125,71.416368,School Zone,Paper,1100,38.87,50,4,0,26.6,0,5.34,5.02,42.85
TRN-2344,51.196034,71.407624,Residential,General,240,49.38,34,5,1,4.1,0,4.24,6.61,45.53
TRN-2345,51.131098,71.420181,School Zone,Paper,240,36.27,88,2,0,1.8,0,8.53,11.44,86.78
TRN-2346,51.167435,71.457888,Downtown,General,1100,27.9,92,0,0,-3.1,0,8.55,9.36,81.03
TRN-2347,51.217604,71.488247,Industrial,General,240,45.62,87,0,0,1.8,0,5.17,6.97,51.8
TRN-2348,51.227342,71.518266,Industrial,Plastic,1100,73.56,93,3,0,5.5,0,2.31,5.24,54.99
TRN-2349,51.160388,71.467462,Downtown,General,1100,52.93,2,0,0,-10.0,0,6.24,7.3,40.07
TRN-2350,51.172669,71.446753,Downtown,Glass,240,23.38,61,3,0,6.7,0,7.77,8.71,36.25
TRN-2351,51.172981,71.448713,Downtown,Glass,240,21.58,41,2,0,0.4,0,8.19,7.73,33.66
TRN-2352,51.219851,71.50691,Industrial,General,120,36.97,55,1,0,11.9,0,3.02,4.51,39.16
TRN-2353,51.196026,71.388713,Residential,Paper,120,32.18,44,4,0,35.0,0,4.76,7.14,42.26
TRN-2354,51.156672,71.468495,Market,Plastic,240,62.92,90,4,0,-6.7,0,7.56,12.05,100.0
TRN-2355,51.159179,71.481325,Market,General,240,3.02,79,0,0,27.2,0,10.0,16.78,100.0
TRN-2356,51.210923,71.519445,Industrial,General,240,21.31,75,3,0,35.0,0,3.38,6.5,38.44
TRN-2357,51.153448,71.476555,Market,General,660,17.79,64,6,1,26.5,0,8.83,11.89,83.51
TRN-2358,51.150019,71.499353,Market,General,240,36.11,12,2,0,18.5,0,8.89,12.38,38.63
TRN-2359,51.150267,71.40426,Business Center,General,240,59.09,18,5,1,31.1,0,9.02,12.93,66.12
TRN-2360,51.157027,71.460001,Downtown,General,120,34.45,92,2,0,22.2,0,6.35,11.62,93.19
TRN-2361,51.208579,71.497049,Industrial,General,240,19.59,5,1,0,28.4,0,5.19,6.28,23.02
TRN-2362,51.164231,71.450041,Downtown,Organic,660,65.73,70,5,1,15.5,0,5.99,10.67,88.32
TRN-2363,51.138892,71.440451,Market,General,660,34.96,57,2,0,0.2,1,10.0,11.66,74.78
TRN-2364,51.161977,71.377397,Business Center,General,240,48.06,71,6,1,29.1,0,5.91,12.3,88.18
TRN-2365,51.200941,71.507478,Park,Plastic,660,20.77,95,4,0,35.0,0,4.68,6.04,40.08
TRN-2366,51.137758,71.448592,School Zone,General,240,22.23,39,5,1,9.6,0,8.89,11.74,51.3
TRN-2367,51.199157,71.443089,Residential,Plastic,1100,83.98,57,5,1,14.3,1,6.17,4.92,72.61
TRN-2368,51.194838,71.383627,Residential,General,240,65.52,1,6,1,15.5,0,5.86,8.65,46.34
TRN-2369,51.198601,71.444719,Residential,Paper,660,65.33,34,3,0,-5.1,1,4.25,7.66,57.36
TRN-2370,51.15675,71.46637,Market,Plastic,240,4.02,27,6,1,3.0,0,7.99,10.77,32.24
TRN-2371,51.154689,71.488667,Market,Paper,240,25.65,80,0,0,18.0,0,10.0,13.24,82.01
TRN-2372,51.198544,71.458496,Residential,Plastic,240,31.46,32,3,0,12.8,1,5.92,8.02,27.91
TRN-2373,51.194226,71.434138,Residential,Plastic,120,51.78,30,2,0,14.2,0,6.38,9.73,53.48
TRN-2374,51.207019,71.408603,Residential,General,660,48.05,44,0,0,14.3,1,5.48,7.62,46.61
TRN-2375,51.195156,71.434371,Residential,General,660,4.54,56,6,1,12.5,1,5.09,5.56,22.54
TRN-2376,51.170848,71.454171,Downtown,Plastic,120,52.02,68,5,1,4.0,0,8.24,11.79,89.08
TRN-2377,51.19804,71.51394,Industrial,General,1100,38.77,94,5,1,19.7,0,4.19,7.08,60.46
TRN-2378,51.195273,71.483141,Park,General,120,38.32,44,4,0,18.3,0,4.61,8.55,51.2
TRN-2379,51.173009,71.442962,Downtown,Paper,1100,27.31,59,4,0,2.6,0,5.84,7.26,47.03
TRN-2380,51.133481,71.425472,School Zone,General,240,95.46,36,2,0,19.4,1,8.15,12.09,99.35
TRN-2381,51.209758,71.536808,Industrial,General,240,68.06,57,4,0,5.9,0,4.38,7.92,63.86
TRN-2382,51.208519,71.404573,Residential,Paper,120,44.95,24,6,1,22.5,0,4.73,6.88,42.8
TRN-2383,51.189763,71.442607,Downtown,Plastic,660,46.47,23,1,0,13.4,0,8.7,9.54,54.52
TRN-2384,51.169695,71.462561,Downtown,Organic,660,46.54,74,2,0,19.1,0,7.67,11.05,81.44
TRN-2385,51.1497,71.445545,Downtown,Glass,660,28.78,65,0,0,16.3,0,7.69,7.27,46.96
TRN-2386,51.133667,71.432176,School Zone,Glass,240,33.71,76,6,1,13.3,0,8.07,10.23,58.92
TRN-2387,51.1611,71.407941,Business Center,Plastic,120,64.7,70,3,0,18.3,1,8.54,10.77,90.7
TRN-2388,51.168164,71.465077,Downtown,General,660,47.3,35,4,0,24.9,1,7.72,9.9,58.09
TRN-2389,51.142415,71.429721,School Zone,Paper,1100,42.68,76,1,0,15.6,0,6.89,6.32,58.07
TRN-2390,51.170879,71.476638,Downtown,Paper,240,89.24,21,0,0,15.4,0,9.58,14.57,83.7
TRN-2391,51.194127,71.476383,Park,Paper,1100,46.83,1,5,1,9.4,1,3.99,3.79,27.58
TRN-2392,51.12031,71.407591,School Zone,General,660,33.62,22,6,1,-9.6,0,7.92,10.27,46.39
TRN-2393,51.19473,71.417474,Residential,General,240,6.11,66,2,0,14.4,1,5.31,6.38,26.82
TRN-2394,51.163844,71.454367,Downtown,General,660,40.54,64,5,1,-2.5,1,7.9,8.52,66.49
TRN-2395,51.186715,71.470383,Park,General,120,34.87,71,4,0,6.6,1,6.16,9.4,55.58
TRN-2396,51.163526,71.429641,Business Center,General,120,9.93,75,4,0,2.7,0,7.46,12.07,70.39
TRN-2397,51.188328,71.422756,Residential,Glass,660,20.62,22,1,0,4.7,1,6.06,5.75,19.96
TRN-2398,51.18035,71.396982,Residential,General,1100,43.95,76,4,0,5.5,0,5.69,5.54,45.62
TRN-2399,51.163512,71.466124,Downtown,Paper,240,35.12,46,1,0,20.3,0,6.69,9.59,53.14
TRN-2400,51.143613,71.461858,Market,Glass,120,72.04,84,1,0,18.3,0,10.0,9.09,91.13
TRN-2401,51.192761,71.484656,Park,General,120,3.57,3,2,0,15.4,0,5.58,8.61,11.42
TRN-2402,51.206549,71.533893,Industrial,Plastic,240,25.59,73,1,0,29.7,0,3.42,5.63,29.62
TRN-2403,51.136746,71.430804,School Zone,Paper,660,58.38,67,6,1,35.0,1,8.31,10.28,81.53
TRN-2404,51.153382,71.4157,Business Center,General,120,10.89,47,0,0,20.6,0,6.89,13.07,57.15
TRN-2405,51.22675,71.529055,Industrial,Plastic,120,63.85,84,6,1,25.8,0,3.87,3.04,43.56
TRN-2406,51.191777,71.435612,Residential,Organic,660,51.49,26,1,0,17.6,0,4.93,6.34,47.0
TRN-2407,51.156897,71.488718,Market,Organic,120,38.06,36,6,1,22.4,0,9.63,16.87,85.88
TRN-2408,51.198481,71.416294,Residential,Organic,240,39.58,36,2,0,-7.1,0,4.87,9.82,49.0
TRN-2409,51.208757,71.43342,Residential,Glass,660,30.42,47,6,1,-10.0,0,6.23,6.72,38.46
TRN-2410,51.173057,71.412078,Business Center,General,120,48.89,28,3,0,-10.0,0,8.45,12.33,60.62
TRN-2411,51.138331,71.392202,School Zone,Organic,240,78.15,66,3,0,5.9,0,6.69,12.07,100.0
TRN-2412,51.141287,71.403186,Business Center,Paper,120,70.93,10,0,0,31.8,0,9.81,10.36,59.56
TRN-2413,51.188389,71.431312,Residential,Paper,240,38.77,4,3,0,17.3,0,4.58,6.63,30.45
TRN-2414,51.1383,71.46658,Market,Paper,1100,73.38,14,3,0,8.9,0,7.25,7.73,54.95
TRN-2415,51.14678,71.492171,Market,Organic,660,58.73,43,6,1,21.4,1,9.74,12.63,77.47
TRN-2416,51.163318,71.455886,Downtown,Organic,120,21.5,2,1,0,18.6,0,5.04,11.34,23.18
TRN-2417,51.201357,71.432649,Residential,General,120,66.32,61,0,0,-3.6,0,7.04,10.62,79.07
TRN-2418,51.159902,71.473598,Market,Paper,240,55.77,19,1,0,20.1,0,8.91,12.04,54.24
TRN-2419,51.152437,71.445624,Downtown,General,1100,37.69,73,1,0,24.8,0,5.83,6.41,48.87
TRN-2420,51.1572,71.41339,Business Center,Paper,660,2.04,81,6,1,35.0,0,6.76,10.04,41.82
TRN-2421,51.162024,71.466214,Downtown,Organic,660,40.0,82,1,0,13.0,0,5.6,11.08,85.43
TRN-2422,51.199536,71.405293,Residential,Organic,120,55.04,52,6,1,35.0,0,5.82,9.63,66.85
TRN-2423,51.134818,71.458028,School Zone,Plastic,1100,22.06,52,0,0,8.7,0,5.64,4.74,33.74
TRN-2424,51.176044,71.464827,Downtown,Plastic,660,51.59,38,5,1,35.0,0,7.95,9.0,66.51
TRN-2425,51.146984,71.398768,Business Center,General,240,71.29,13,2,0,6.3,0,7.46,11.93,49.9
TRN-2426,51.132586,71.431866,School Zone,General,240,39.87,23,0,0,22.4,1,6.58,8.22,57.37
TRN-2427,51.16766,71.441758,Downtown,General,240,68.65,24,4,0,17.7,0,7.96,13.47,65.93
TRN-2428,51.135759,71.417189,School Zone,Organic,660,27.48,57,5,1,33.4,0,7.79,9.11,62.75
TRN-2429,51.190602,71.500798,Park,General,240,23.99,2,5,1,31.6,0,6.06,7.6,34.54
TRN-2430,51.124269,71.434297,School Zone,Glass,240,48.02,94,1,0,0.4,0,6.4,7.62,61.2
TRN-2431,51.228201,71.501352,Industrial,General,660,35.85,12,4,0,9.6,1,3.87,4.96,26.13
TRN-2432,51.134111,71.442963,School Zone,Paper,660,37.68,34,3,0,35.0,0,6.4,8.02,52.78
TRN-2433,51.182558,71.48376,Park,Plastic,240,30.86,32,3,0,15.3,0,4.98,8.31,37.58
TRN-2434,51.189002,71.391048,Residential,Paper,240,63.43,82,6,1,24.6,0,4.54,8.82,67.07
TRN-2435,51.13788,71.410149,School Zone,Paper,120,64.88,61,2,0,0.1,1,6.63,10.97,80.79
TRN-2436,51.157283,71.425825,Business Center,Paper,240,37.33,91,2,0,10.8,0,7.34,9.23,74.87
TRN-2437,51.210943,71.485503,Park,Organic,660,29.53,88,3,0,4.8,0,5.12,6.75,46.63
TRN-2438,51.202592,71.490084,Park,Plastic,660,17.67,76,6,1,26.0,1,4.8,6.22,33.58
TRN-2439,51.147569,71.445228,Market,General,1100,73.9,15,6,1,23.6,0,9.36,9.58,63.05
TRN-2440,51.155665,71.413363,School Zone,General,660,16.2,57,4,0,29.9,0,6.98,9.83,53.22
TRN-2441,51.171228,71.417152,Business Center,Paper,660,76.61,58,0,0,-0.1,1,7.16,8.75,78.85
TRN-2442,51.15964,71.45378,Downtown,Plastic,240,48.87,29,2,0,21.1,0,7.61,10.66,56.22
TRN-2443,51.220729,71.442135,Residential,Plastic,120,16.05,4,0,0,14.3,0,4.39,9.02,19.01
TRN-2444,51.146273,71.46342,Market,Paper,1100,49.04,4,0,0,-10.0,0,9.43,8.35,40.01
TRN-2445,51.152402,71.471617,Market,Plastic,660,30.91,37,5,1,20.0,0,8.49,11.37,58.4
TRN-2446,51.204397,71.495194,Park,Organic,1100,72.66,71,5,1,30.8,0,5.02,6.35,73.47
TRN-2447,51.152478,71.45598,Downtown,Paper,660,12.37,17,0,0,34.4,0,7.64,10.52,28.89
TRN-2448,51.197609,71.419657,Residential,Paper,240,71.83,92,3,0,13.5,0,7.16,8.99,80.3
TRN-2449,51.194889,71.502081,Park,Paper,120,50.06,28,1,0,24.8,0,5.22,9.23,44.94
TRN-2450,51.202178,71.472854,Park,Organic,240,18.5,67,0,0,21.1,0,4.88,7.77,35.66
TRN-2451,51.191814,71.477372,Park,Paper,660,8.97,5,2,0,4.1,0,4.04,5.85,9.33
TRN-2452,51.122582,71.427459,School Zone,Glass,1100,33.89,4,0,0,2.3,1,7.98,7.46,34.7
TRN-2453,51.210848,71.458419,Park,General,1100,32.13,49,5,1,13.4,1,4.5,3.78,35.56
TRN-2454,51.214159,71.503258,Industrial,Paper,240,66.54,14,6,1,10.9,0,2.22,4.49,40.98
TRN-2455,51.195277,71.469659,Park,Paper,240,7.05,62,2,0,15.1,0,4.59,6.03,22.53
TRN-2456,51.137149,71.453421,Market,Plastic,120,3.98,38,1,0,8.6,0,9.01,12.89,42.61
TRN-2457,51.205709,71.46936,Park,General,240,87.12,23,3,0,16.8,1,3.9,6.77,61.21
TRN-2458,51.164404,71.480669,Downtown,Plastic,1100,50.85,95,6,1,0.1,0,7.27,7.28,72.28
TRN-2459,51.192057,71.424236,Residential,General,660,73.82,39,1,0,33.8,0,5.32,7.19,65.89
TRN-2460,51.162038,71.489336,Market,Organic,240,59.73,9,4,0,-9.7,0,8.74,13.24,52.65
TRN-2461,51.201084,71.4934,Industrial,General,1100,18.87,14,0,0,12.9,1,5.26,5.26,17.99
TRN-2462,51.142424,71.458035,School Zone,General,120,43.94,31,2,0,11.4,1,5.66,10.07,46.99
TRN-2463,51.161785,71.441696,Downtown,Plastic,1100,71.29,48,3,0,12.2,0,9.64,7.42,67.41
TRN-2464,51.196596,71.493395,Park,Plastic,660,67.87,53,2,0,3.0,0,4.76,4.64,52.18
TRN-2465,51.206203,71.406405,Residential,General,120,11.66,43,1,0,-5.6,0,6.04,7.45,31.54
TRN-2466,51.13408,71.432333,School Zone,Plastic,660,53.42,11,5,1,17.1,1,7.24,7.92,44.54
TRN-2467,51.227023,71.500523,Industrial,Plastic,120,30.79,25,4,0,11.3,0,2.0,6.05,30.49
TRN-2468,51.192177,71.468711,Park,General,660,4.02,12,3,0,19.0,0,3.64,5.69,8.74
TRN-2469,51.211032,71.486414,Park,Paper,240,49.3,50,2,0,-7.4,0,4.22,6.65,51.67
TRN-2470,51.210178,71.419548,Residential,Plastic,240,21.65,7,0,0,35.0,0,6.49,8.23,21.44
TRN-2471,51.152253,71.451595,Market,Organic,660,83.47,75,4,0,13.0,1,7.28,12.86,100.0
TRN-2472,51.192892,71.522879,Industrial,General,240,36.27,49,1,0,-10.0,0,2.96,6.39,32.69
TRN-2473,51.140181,71.432196,School Zone,General,120,48.75,28,2,0,16.5,0,7.28,11.1,58.49
TRN-2474,51.138909,71.460554,Market,Glass,1100,48.73,28,6,1,7.9,1,9.32,6.38,46.21
TRN-2475,51.210023,71.445202,Residential,Plastic,240,14.32,4,4,0,-0.7,0,5.89,10.44,14.05
TRN-2476,51.163187,71.459172,Downtown,General,660,58.39,4,4,0,30.0,1,6.32,7.37,38.69
TRN-2477,51.1713,71.447292,Downtown,Organic,660,65.8,64,1,0,26.1,0,5.64,7.92,74.77
TRN-2478,51.21792,71.412302,Residential,General,120,56.03,49,3,0,18.4,0,5.99,8.62,62.84
TRN-2479,51.211807,71.424821,Residential,Organic,1100,14.81,13,0,0,15.0,1,6.98,6.69,17.2
TRN-2480,51.157231,71.42968,Business Center,Paper,240,52.44,71,1,0,20.6,0,7.42,10.83,86.18
TRN-2481,51.154301,71.472654,Market,Glass,240,53.12,93,5,1,-6.5,0,7.54,9.49,79.99
TRN-2482,51.213194,71.437839,Residential,Glass,240,34.97,65,3,0,16.5,0,4.93,5.9,37.46
TRN-2483,51.18142,71.390783,Downtown,General,660,25.2,85,4,0,30.1,0,7.83,8.21,63.24
TRN-2484,51.203802,71.422282,Residential,Organic,120,76.71,66,5,1,27.5,0,5.14,11.55,100.0
TRN-2485,51.214051,71.513247,Industrial,General,240,23.79,89,6,1,0.3,0,5.45,7.88,46.13
